Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SOUTH PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),EAST PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),NORTH PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),WEST PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),CORE LIGHTS 1:Lights Electricity Rate [W](Hourly),PLENUM:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),PLENUM:Zone Air Temperature [C](Hourly),SOUTH PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),SOUTH PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),SOUTH PERIMETER:Zone Air Temperature [C](Hourly),EAST PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),EAST PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PERIMETER:Zone Air Temperature [C](Hourly),NORTH PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),NORTH PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),NORTH PERIMETER:Zone Air Temperature [C](Hourly),WEST PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),WEST PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),WEST PERIMETER:Zone Air Temperature [C](Hourly),CORE:Zone Air System Sensible Heating Rate [W](Hourly),CORE:Zone Air System Sensible Cooling Rate [W](Hourly),CORE:Zone Air Temperature [C](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),SOUTH ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),EAST ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),WEST ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),CORE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),NORTH ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),SOUTH ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),EAST ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),WEST ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),CORE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),NORTH ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly) 
 01/16  08:00:00,-3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.280428354327972,0.0,0.0,17.994987549325804,0.0,0.0,18.35759310667394,0.0,0.0,18.19296213772026,0.0,0.0,18.804550474632234,0.0,0.0,19.32046856970973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  09:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.282814921925795,0.0,0.0,18.535166727122623,0.0,0.0,18.89005319818776,0.0,0.0,18.345807966923674,0.0,0.0,18.95353330925741,0.0,0.0,19.298264792749256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  10:00:00,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.406898095638855,0.0,0.0,19.39819517259299,0.0,0.0,19.49143667670922,0.0,0.0,18.62559243048753,0.0,0.0,19.234417054107135,0.0,0.0,19.342178198332854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  11:00:00,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.618781702878107,0.0,0.0,19.488917430427479,0.0,0.0,19.594976460926138,0.0,0.0,18.879984433188079,0.0,0.0,19.493387297153054,0.0,0.0,19.438093772343579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  12:00:00,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.901489474637402,0.0,0.0,20.13888833165774,0.0,0.0,19.772549225343189,0.0,0.0,19.169067214688718,0.0,0.0,19.792273696168587,0.0,0.0,19.519065501556125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  13:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.302287314993262,0.0,0.0,21.884855542516399,0.0,0.0,19.921699056221596,0.0,0.0,19.431720224204548,0.0,0.0,20.1883504546541,0.0,0.0,19.64273990361239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  14:00:00,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.817405750991549,0.0,0.0,23.064452926089677,0.0,0.0,20.06435489746541,0.0,0.0,19.633469720917245,0.0,0.0,20.885417297135186,0.0,0.0,19.770512572996887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  15:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.320756607492748,0.0,0.0,22.776335774658486,0.0,0.0,20.149996407683916,0.0,0.0,19.75800487743704,0.0,0.0,21.32370110293698,0.0,0.0,19.879020733239505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  16:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.733783613611885,0.0,0.0,22.257251000883895,0.0,0.0,20.168231928872417,0.0,0.0,19.81644981771845,0.0,0.0,21.606186845896717,0.0,0.0,20.010066254733628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  17:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.010740708455029,0.0,0.0,21.32179077094675,0.0,0.0,20.030252999951985,0.0,0.0,19.711607674133214,0.0,0.0,21.304174656034136,0.0,0.0,20.045185512453594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  18:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15195816115638,0.0,0.0,20.600395809868095,0.0,0.0,19.865559988969669,0.0,0.0,19.581596864561477,0.0,0.0,20.8956024502711,0.0,0.0,20.000433054917367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  19:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.21603141567126,0.0,0.0,20.16059594161117,0.0,0.0,19.781631856264015,0.0,0.0,19.53536838132284,0.0,0.0,20.634790778973185,0.0,0.0,20.010121819560945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  20:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.251427789445669,0.0,0.0,19.8115444522491,0.0,0.0,19.692896693397203,0.0,0.0,19.478970110707708,0.0,0.0,20.400492723547126,0.0,0.0,19.976455001112428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  21:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.270619283595626,0.0,0.0,19.57003297235768,0.0,0.0,19.61506778766914,0.0,0.0,19.42532723639526,0.0,0.0,20.251734538720699,0.0,0.0,19.94005329596923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  22:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.276188095623576,0.0,0.0,19.428327079433325,0.0,0.0,19.573191977535786,0.0,0.0,19.402530984915708,0.0,0.0,20.17022654213927,0.0,0.0,19.92574822162407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  23:00:00,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.27345213227636,0.0,0.0,19.315274556736698,0.0,0.0,19.528891714423339,0.0,0.0,19.37253990551692,0.0,0.0,20.098007140540063,0.0,0.0,19.905983326760713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/16  24:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.259587391136429,0.0,0.0,19.209207438727064,0.0,0.0,19.471560525547767,0.0,0.0,19.32498574146456,0.0,0.0,20.02091761558459,0.0,0.0,19.870772562775604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  01:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.232116866537209,0.0,0.0,19.151278425356315,0.0,0.0,19.44552743552369,0.0,0.0,19.308758397515548,0.0,0.0,19.982957086749506,0.0,0.0,19.874001311062277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  02:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.19429007878161,0.0,0.0,19.100751256590255,0.0,0.0,19.416264078222363,0.0,0.0,19.28763301387377,0.0,0.0,19.94572086668524,0.0,0.0,19.875507804599175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  03:00:00,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.146248566121704,0.0,0.0,19.01823857601986,0.0,0.0,19.350390423119813,0.0,0.0,19.2254182241447,0.0,0.0,19.87352324243506,0.0,0.0,19.8385553493496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  04:00:00,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.084153595277628,0.0,0.0,18.966545262518335,0.0,0.0,19.309693003040026,0.0,0.0,19.18966078617221,0.0,0.0,19.83028918631559,0.0,0.0,19.841023582256847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  05:00:00,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.006291081771385,0.0,0.0,18.885278451935947,0.0,0.0,19.236527702521309,0.0,0.0,19.119219847439337,0.0,0.0,19.75495902770372,0.0,0.0,19.80845002961289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  06:00:00,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.910520115583656,0.0,0.0,18.82656543877708,0.0,0.0,19.18179329886745,0.0,0.0,19.06843471109743,0.0,0.0,19.69972479700742,0.0,0.0,19.7930531445566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  07:00:00,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80652500518196,0.0,0.0,18.765699770479903,0.0,0.0,19.12246059078626,0.0,0.0,19.01227360237246,0.0,0.0,19.639908425050995,0.0,0.0,19.75807136052175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  08:00:00,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.717903789036919,0.0,0.0,18.984752695555487,0.0,0.0,19.47025259380038,0.0,0.0,19.02110082424284,0.0,0.0,19.644227381786558,0.0,0.0,19.75630089200257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  09:00:00,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.69894872412771,0.0,0.0,20.085196146690387,0.0,0.0,20.56343210143788,0.0,0.0,19.10291074890806,0.0,0.0,19.726978096286584,0.0,0.0,19.76307322353398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  10:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.812237798253816,0.0,0.0,21.686034535694057,0.0,0.0,21.492175397527228,0.0,0.0,19.29963624423779,0.0,0.0,19.93618104045605,0.0,0.0,19.84836512821492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  11:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.085324731114306,0.0,0.0,23.184089093405839,0.0,0.0,21.904062735888844,0.0,0.0,19.57710010275002,0.0,0.0,20.24112370560188,0.0,0.0,19.992462189207566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  12:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.489993198310509,0.0,0.0,24.798339360683675,0.0,0.0,21.790928050619266,0.0,0.0,19.82247963424873,0.0,0.0,20.577449104097899,0.0,0.0,20.116058111603249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  13:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.956142931838678,0.0,0.0,25.646553735440088,0.0,0.0,21.64417001006765,0.0,0.0,20.06383113009959,0.0,0.0,21.040451971934233,0.0,0.0,20.24159108557152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  14:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.401430035335836,0.0,0.0,25.808217996101214,0.0,0.0,21.55373800978822,0.0,0.0,20.26159983618147,0.0,0.0,21.771074821602388,0.0,0.0,20.405283163541676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  15:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.743878699628224,0.0,0.0,24.46312112361172,0.0,0.0,21.355862804449914,0.0,0.0,20.313247166579957,0.0,0.0,21.864558569375036,0.0,0.0,20.541651140105484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  16:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.941028118730853,0.0,0.0,23.260020516891925,0.0,0.0,21.109637989115276,0.0,0.0,20.283241825476677,0.0,0.0,21.833314378366809,0.0,0.0,20.581728037624026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  17:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99377589742652,0.0,0.0,22.053254209341405,0.0,0.0,20.794741464841793,0.0,0.0,20.15881861432808,0.0,0.0,21.60563852326052,0.0,0.0,20.57378477707863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  18:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.955729739092896,0.0,0.0,21.16816970021769,0.0,0.0,20.494804766746463,0.0,0.0,20.02326654425061,0.0,0.0,21.262529377010318,0.0,0.0,20.526772210884617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  19:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84053757369581,0.0,0.0,20.554420735889097,0.0,0.0,20.276177030586856,0.0,0.0,19.90593915752236,0.0,0.0,20.97139959208015,0.0,0.0,20.450237845305155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  20:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.699448397934768,0.0,0.0,20.152252490622716,0.0,0.0,20.095716121853028,0.0,0.0,19.796459100413473,0.0,0.0,20.722070450974046,0.0,0.0,20.352064177227363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  21:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.536713628228715,0.0,0.0,19.815468100313205,0.0,0.0,19.923228723080454,0.0,0.0,19.678249306346843,0.0,0.0,20.484276565425888,0.0,0.0,20.267378596046187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  22:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37494906758509,0.0,0.0,19.622045537280106,0.0,0.0,19.819837241180097,0.0,0.0,19.614980343490339,0.0,0.0,20.343769430388638,0.0,0.0,20.231672090812937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  23:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.227752122176715,0.0,0.0,19.512064000019774,0.0,0.0,19.757654274190104,0.0,0.0,19.5817673035392,0.0,0.0,20.27431071367145,0.0,0.0,20.199723204998575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/17  24:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09399576870236,0.0,0.0,19.401281115208623,0.0,0.0,19.68227667656702,0.0,0.0,19.525574215297753,0.0,0.0,20.19525027341096,0.0,0.0,20.147696748931616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  01:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.968933926294857,0.0,0.0,19.299045633313495,0.0,0.0,19.6053258322904,0.0,0.0,19.461030815210966,0.0,0.0,20.114860233108656,0.0,0.0,20.074185893969014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  02:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.855089783636278,0.0,0.0,19.23843080160279,0.0,0.0,19.561277272448178,0.0,0.0,19.42725415264439,0.0,0.0,20.069780896036748,0.0,0.0,20.03598989856888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  03:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.752864843320717,0.0,0.0,19.19122544337229,0.0,0.0,19.525422102554189,0.0,0.0,19.399182241555125,0.0,0.0,20.033577670424653,0.0,0.0,20.005884389777607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  04:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66006807009822,0.0,0.0,19.15280082875044,0.0,0.0,19.494329497327059,0.0,0.0,19.373693024392698,0.0,0.0,20.002427111469907,0.0,0.0,19.97873612534371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  05:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57681580566861,0.0,0.0,19.09622095331017,0.0,0.0,19.44352294887299,0.0,0.0,19.324798408264888,0.0,0.0,19.950341337401004,0.0,0.0,19.916931828177935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  06:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.50367461686427,0.0,0.0,19.074240073282593,0.0,0.0,19.42535599659772,0.0,0.0,19.309409403145403,0.0,0.0,19.932725283307609,0.0,0.0,19.89891212939887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  07:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.440945687219995,0.0,0.0,19.07731226682889,0.0,0.0,19.429621628591247,0.0,0.0,19.317596441451557,0.0,0.0,19.93814974958079,0.0,0.0,19.906117800233383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  08:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.387233581027,0.0,0.0,19.071132297408757,0.0,0.0,19.425461159134526,0.0,0.0,19.311562294493716,0.0,0.0,19.930555677953369,0.0,0.0,19.88650375789499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  09:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.345099795576034,0.0,0.0,19.116594212726395,0.0,0.0,19.46801662159582,0.0,0.0,19.337893623910579,0.0,0.0,19.955234199882534,0.0,0.0,19.851729988316536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  10:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36038955216433,0.0,0.0,19.804230417038636,0.0,0.0,19.96657174128682,0.0,0.0,19.525787387514954,0.0,0.0,20.141600195589047,0.0,0.0,19.87448374555991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  11:00:00,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.45936665003105,0.0,0.0,20.700209481900296,0.0,0.0,20.31522938797712,0.0,0.0,19.676295543503995,0.0,0.0,20.304312296892776,0.0,0.0,19.8773977993971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  12:00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.626017491087173,0.0,0.0,21.573817499549237,0.0,0.0,20.401353317664435,0.0,0.0,19.809432895610017,0.0,0.0,20.462482967448975,0.0,0.0,19.931048060325119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  13:00:00,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.756414308371978,0.0,0.0,21.051524253431894,0.0,0.0,20.34984003314169,0.0,0.0,19.85939525622961,0.0,0.0,20.560590186637886,0.0,0.0,19.99494331352293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  14:00:00,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.82526571024242,0.0,0.0,20.61163478796523,0.0,0.0,20.221631458254519,0.0,0.0,19.813759701717893,0.0,0.0,20.547342244993499,0.0,0.0,19.982570009647284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  15:00:00,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.820834979293609,0.0,0.0,20.288501087575687,0.0,0.0,20.10585425379103,0.0,0.0,19.768002717355516,0.0,0.0,20.521438060784843,0.0,0.0,20.00494027319266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  16:00:00,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76018690976304,0.0,0.0,19.88999385267358,0.0,0.0,19.884916909722369,0.0,0.0,19.598316995877434,0.0,0.0,20.305039093568689,0.0,0.0,19.97324001364644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  17:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63267631350852,0.0,0.0,19.487302197493798,0.0,0.0,19.63628593702484,0.0,0.0,19.388907772704085,0.0,0.0,20.083733677823014,0.0,0.0,19.906447705205573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  18:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.467700615397854,0.0,0.0,19.222934155282066,0.0,0.0,19.455404995826134,0.0,0.0,19.243828672147094,0.0,0.0,19.925149419954523,0.0,0.0,19.876246967969658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  19:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29544107236407,0.0,0.0,19.10462051956377,0.0,0.0,19.374479018009479,0.0,0.0,19.195874927315434,0.0,0.0,19.858601832910517,0.0,0.0,19.90575404483128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  20:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13001081279607,0.0,0.0,19.01254652293755,0.0,0.0,19.30690907088726,0.0,0.0,19.153988094865985,0.0,0.0,19.801015194919978,0.0,0.0,19.91353609003318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  21:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.976236713995467,0.0,0.0,18.94395788069504,0.0,0.0,19.25537765974983,0.0,0.0,19.121672713891699,0.0,0.0,19.75706870476918,0.0,0.0,19.91246785879707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  22:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8353076288289,0.0,0.0,18.87138240303309,0.0,0.0,19.19520551658251,0.0,0.0,19.074127103440888,0.0,0.0,19.701991934547605,0.0,0.0,19.881435941548117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  23:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.70601558700169,0.0,0.0,18.80223321976904,0.0,0.0,19.135121908200309,0.0,0.0,19.022148881118427,0.0,0.0,19.64552525618862,0.0,0.0,19.837333077412489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/18  24:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.586083935777329,0.0,0.0,18.681928572929445,0.0,0.0,19.024283949786246,0.0,0.0,18.91205166442639,0.0,0.0,19.535775648271746,0.0,0.0,19.722143989541118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/19  01:00:00,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.472274988276199,0.0,0.0,18.658790514041788,0.0,0.0,19.003882249507805,0.0,0.0,18.897547622405406,0.0,0.0,19.51869980875948,0.0,0.0,19.707334589102066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/19  02:00:00,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.37402359776262,0.0,0.0,18.607670944861803,0.0,0.0,18.955343010137857,0.0,0.0,18.851737475566073,0.0,0.0,19.471523382838777,0.0,0.0,19.65879202196623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/19  03:00:00,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.286013044898718,0.0,0.0,18.609088144100164,0.0,0.0,18.956829835467539,0.0,0.0,18.85818865732964,0.0,0.0,19.475551100989738,0.0,0.0,19.668862624808928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/19  04:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.207210633808459,0.0,0.0,18.561670082769937,0.0,0.0,18.911649624368335,0.0,0.0,18.81359257081539,0.0,0.0,19.43098874940054,0.0,0.0,19.6280229059116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/19  05:00:00,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.127312877538964,0.0,0.0,18.54286647771895,0.0,0.0,18.893811496604845,0.0,0.0,18.79794831694963,0.0,0.0,19.414858616239909,0.0,0.0,19.626448094623638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/19  06:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.047906655996685,0.0,0.0,18.505894021659875,0.0,0.0,18.857066448262576,0.0,0.0,18.761776173716496,0.0,0.0,19.378468006530949,0.0,0.0,19.589837271313166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/19  07:00:00,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.973437454367798,0.0,0.0,18.482314891756354,0.0,0.0,18.833923398169646,0.0,0.0,18.739701464812595,0.0,0.0,19.356390262402575,0.0,0.0,19.57592562014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
